Date Time,Wind Speed (m/s),Pressure (atm),Air temperature (deg C),Wind direction (deg)
14.01.2010 18:00:00,10.946,0.96428,5.12633,344
14.01.2010 19:00:00,10.9533,0.965051,5.17633,338
14.01.2010 20:00:00,10.9533,0.965822,5.22633,351.667
14.01.2010 21:00:00,9.31467,0.964749,5.92633,357.667
14.01.2010 22:00:00,9.25333,0.965823,6.12633,347.667
14.01.2010 23:00:00,8.14967,0.966694,6.22633,352
15.01.2010 00:00:00,9.246,0.966129,6.313,336
15.01.2010 01:00:00,8.81933,0.963589,5.813,337
15.01.2010 02:00:00,7.868,0.964557,5.92633,339.667
15.01.2010 03:00:00,7.35767,0.96211,6.313,341
15.01.2010 04:00:00,10.0093,0.961558,6.513,330
15.01.2010 05:00:00,9.293,0.961674,6.713,338
15.01.2010 06:00:00,8.62033,0.962558,6.92633,342
15.01.2010 07:00:00,9.09033,0.962988,6.46967,321.667
15.01.2010 08:00:00,9.56433,0.963418,6.013,313.667
15.01.2010 09:00:00,9.15533,0.962887,5.513,314
15.01.2010 10:00:00,11.0003,0.962799,5.593,315.667
15.01.2010 11:00:00,8.548,0.964318,6.67967,312
15.01.2010 12:00:00,7.90767,0.964362,7.693,300
15.01.2010 13:00:00,8.36,0.964283,9.07967,286
15.01.2010 14:00:00,10.0233,0.964259,10.693,292
15.01.2010 15:00:00,10.704,0.963037,12.793,316
15.01.2010 16:00:00,8.682,0.962467,14.093,323
15.01.2010 17:00:00,9.28933,0.960654,14.793,320
15.01.2010 18:00:00,8.95633,0.962503,15.093,326.667
15.01.2010 19:00:00,8.81133,0.963018,14.493,325.667
15.01.2010 20:00:00,8.671,0.963532,13.893,338
15.01.2010 21:00:00,7.969,0.966127,13.993,344
15.01.2010 22:00:00,6.026,0.964885,14.013,339
15.01.2010 23:00:00,5.63233,0.967174,13.9263,328.667
16.01.2010 00:00:00,5.947,0.968889,13.8397,315.667
16.01.2010 01:00:00,5.24133,0.968379,13.5263,320.667
16.01.2010 02:00:00,6.59733,0.968447,13.2597,324.667
16.01.2010 03:00:00,5.59933,0.967825,12.793,338.667
16.01.2010 04:00:00,5.111,0.968757,12.5463,348.667
16.01.2010 05:00:00,5.89267,0.968981,12.8597,20
16.01.2010 06:00:00,9.13767,0.969501,13.893,45
16.01.2010 07:00:00,11.3187,0.96959,13.193,35
16.01.2010 08:00:00,13.5037,0.96971,12.493,47
16.01.2010 09:00:00,13.1453,0.975083,11.6797,47
16.01.2010 10:00:00,11.934,0.969799,11.193,39
16.01.2010 11:00:00,12.903,0.970184,10.593,31
16.01.2010 12:00:00,12.205,0.97581,10.0797,27.6667
16.01.2010 13:00:00,12.5627,0.975736,9.67967,29
16.01.2010 14:00:00,12.368,0.972387,9.37967,26
16.01.2010 15:00:00,12.5773,0.971335,9.393,28
16.01.2010 16:00:00,12.5523,0.974419,9.593,30
16.01.2010 17:00:00,11.355,0.972919,9.893,29
16.01.2010 18:00:00,12.3753,0.971609,10.1797,27
16.01.2010 19:00:00,13.4893,0.971407,10.0797,22
16.01.2010 20:00:00,14.6067,0.971204,9.973,28
16.01.2010 21:00:00,13.6267,0.978809,9.473,31
16.01.2010 22:00:00,11.959,0.975247,9.273,26
16.01.2010 23:00:00,15.526,0.976066,8.87967,26
17.01.2010 00:00:00,13.2433,0.975663,8.67967,29
17.01.2010 01:00:00,14.079,0.976885,8.473,32
17.01.2010 02:00:00,12.9533,0.975631,8.37967,35
17.01.2010 03:00:00,12.48,0.973547,8.57967,44.6667
17.01.2010 04:00:00,11.3477,0.974706,8.67967,52
17.01.2010 05:00:00,9.72367,0.974057,8.87967,58
17.01.2010 06:00:00,8.54767,0.973781,8.993,56
17.01.2010 07:00:00,9.70933,0.972679,9.43633,50
17.01.2010 08:00:00,10.8773,0.971577,9.87967,42
17.01.2010 09:00:00,12.346,0.975557,9.493,43
17.01.2010 10:00:00,11.0183,0.972482,9.37967,43
17.01.2010 11:00:00,10.5377,0.973258,9.473,51.6667
17.01.2010 12:00:00,10.136,0.975224,9.973,63
17.01.2010 13:00:00,10.6277,0.976333,9.893,53
17.01.2010 14:00:00,9.70933,0.975119,9.87967,39.6667
17.01.2010 15:00:00,9.52467,0.974278,10.0797,39
17.01.2010 16:00:00,10.1647,0.973705,10.093,36
17.01.2010 17:00:00,9.85333,0.972384,10.273,38
17.01.2010 18:00:00,10.8487,0.971927,10.473,35
17.01.2010 19:00:00,12.4187,0.973888,10.9297,42
17.01.2010 20:00:00,13.9883,0.97585,11.3797,33
17.01.2010 21:00:00,8.63833,0.977998,11.793,44
17.01.2010 22:00:00,11.0477,0.975372,11.693,23
17.01.2010 23:00:00,11.503,0.976553,10.773,14
18.01.2010 00:00:00,10.4433,0.97782,10.0797,15
18.01.2010 01:00:00,10.903,0.976544,10.0797,34
18.01.2010 02:00:00,10.7073,0.975151,10.1797,34
18.01.2010 03:00:00,9.68,0.976799,10.3797,45
18.01.2010 04:00:00,10.657,0.976906,10.493,42
18.01.2010 05:00:00,9.88633,0.974482,10.193,35
18.01.2010 06:00:00,8.776,0.974971,10.293,33
18.01.2010 07:00:00,8.45033,0.97733,10.8863,53
18.01.2010 08:00:00,8.12833,0.979785,11.473,37
18.01.2010 09:00:00,9.17367,0.977095,11.393,36
18.01.2010 10:00:00,9.159,0.973511,11.293,46
18.01.2010 11:00:00,9.01833,0.974297,11.1797,47
18.01.2010 12:00:00,8.081,0.979074,11.0797,52
18.01.2010 13:00:00,7.56067,0.977361,11.1797,59
18.01.2010 14:00:00,6.65967,0.976702,11.293,56
18.01.2010 15:00:00,5.29567,0.975564,11.393,51
18.01.2010 16:00:00,4.102,0.973915,11.493,65
18.01.2010 17:00:00,5.57067,0.971297,11.793,82
18.01.2010 18:00:00,4.31567,0.971328,12.093,81
18.01.2010 19:00:00,5.26333,0.973669,11.893,77
18.01.2010 20:00:00,6.2,0.975978,11.693,81
18.01.2010 21:00:00,5.92933,0.975144,12.273,104
18.01.2010 22:00:00,6.04867,0.970027,12.793,108
18.01.2010 23:00:00,5.39733,0.969025,13.293,111
19.01.2010 00:00:00,5.057,0.973575,13.773,119
19.01.2010 01:00:00,6.31933,0.974765,14.1797,134
19.01.2010 02:00:00,4.56167,0.973465,14.5797,139
19.01.2010 03:00:00,4.026,0.971952,14.773,154
19.01.2010 04:00:00,3.545,0.970709,14.793,150
19.01.2010 05:00:00,3.715,0.968517,14.893,141
19.01.2010 06:00:00,3.16167,0.968535,15.0797,142
19.01.2010 07:00:00,2.724,0.969774,15.3297,158
19.01.2010 08:00:00,2.29333,0.97098,15.5797,130
19.01.2010 09:00:00,4.08,0.970991,15.693,144
19.01.2010 10:00:00,2.62967,0.969927,15.593,126
19.01.2010 11:00:00,0.702,0.971641,15.493,129
19.01.2010 12:00:00,0.702,0.972326,15.6263,102.667
19.01.2010 13:00:00,0.98,0.970221,15.6463,140.333
19.01.2010 14:00:00,2.03633,0.970775,15.4397,55.6667
19.01.2010 15:00:00,7.318,0.969202,14.093,36.6667
19.01.2010 16:00:00,9.20967,0.967242,13.6463,53
19.01.2010 17:00:00,7.83833,0.965598,14.4397,70.6667
19.01.2010 18:00:00,6.31967,0.966521,15.0463,85.6667
19.01.2010 19:00:00,6.20767,0.966295,14.703,88.3333
19.01.2010 20:00:00,6.099,0.965973,14.3597,72.6667
19.01.2010 21:00:00,5.56733,0.96951,15.2463,95.6667
19.01.2010 22:00:00,3.646,0.969146,15.4397,96.6667
